date,Total Sleep Duration,Activity Score,Stay Active Score,Move Every Hour Score,Meet Daily Targets Score,Training Frequency Score,Training Volume Score,Activity Burn,Total Burn,Steps,Equivalent Walking Distance,Inactive Time,Rest Time,Low Activity Time,Medium Activity Time,High Activity Time,Non-wear Time,Average MET,Long Periods of Inactivity,Readiness Score,Previous Night Score,Sleep Balance Score,Previous Day Activity Score,Activity Balance Score,Temperature Score,Resting Heart Rate Score,HRV Balance Score,Recovery Index Score
8/8/2023,28290,77,71,100,60,40,84,319,2429,7522,5823,35520,27480,16440,1740,0,5220,1.40625,0,85,95,85,95,82,96,98,55,98
8/9/2023,28080,74,64,95,60,40,70,211,2278,4809,3603,38580,33600,12720,720,0,780,1.3125,1,59,85,85,94,86,99,1,22,43
8/10/2023,24690,74,71,95,60,40,62,203,2210,4512,3792,35160,34500,10320,1020,0,5400,1.28125,1,64,80,81,98,80,100,1,42,76
8/11/2023,28470,76,75,100,60,40,73,538,2628,11695,10964,33480,26280,21000,3240,120,2280,1.53125,0,79,88,91,99,85,100,85,50,53
8/12/2023,24360,77,73,100,60,40,81,410,2482,9394,8067,34860,27900,19260,2580,0,1800,1.4375,0,71,58,78,80,91,94,75,34,85
8/13/2023,22680,71,73,100,43,40,73,244,2253,5184,4754,34140,38100,11640,780,60,1680,1.3125,0,66,48,80,89,89,98,52,43,75
8/14/2023,22740,69,57,100,43,40,71,269,2363,6353,4849,41760,26760,15060,1320,0,1500,1.375,0,75,71,76,98,80,91,99,53,48
8/15/2023,26400,72,75,100,43,40,71,359,2447,8491,6582,33360,30540,18960,1740,0,1800,1.4375,0,78,82,76,90,82,100,100,64,43
8/16/2023,27540,69,68,95,43,40,64,365,2462,7965,7106,36240,25740,18780,960,0,4680,1.4375,1,75,77,73,94,90,97,75,67,50
8/17/2023,22860,69,78,100,43,40,56,237,2269,5219,4443,31680,36900,14100,780,60,2880,1.3125,0,75,72,66,89,89,96,83,66,62
8/18/2023,31170,72,75,95,43,40,74,436,2484,8921,8370,33660,32220,15000,2760,480,2280,1.4375,1,67,65,83,100,80,98,1,62,100
8/19/2023,25020,77,77,100,43,71,86,558,2680,12100,11509,31980,22800,22860,2940,0,5820,1.5625,0,79,70,68,80,87,100,99,85,63
8/20/2023,19710,82,97,100,60,71,76,253,2264,5530,4845,21060,32700,15720,480,0,16440,1.3125,0,62,36,70,82,94,100,14,56,100
8/21/2023,21300,87,56,100,78,96,95,478,2587,6470,8903,41820,26220,13800,4080,0,480,1.53125,0,75,71,72,100,83,93,77,77,42
8/22/2023,27810,89,75,100,78,96,95,331,2399,7950,6359,32220,33000,17460,1980,0,1740,1.40625,0,85,99,73,78,86,100,93,71,100
8/23/2023,30360,89,73,95,78,96,95,418,2504,8919,8150,34620,28980,18120,2580,0,2100,1.46875,1,81,100,70,96,87,87,97,78,37
8/24/2023,24750,86,58,100,78,96,87,224,2259,5233,4249,40320,31560,13740,600,0,180,1.3125,0,82,78,65,89,93,100,86,87,81
8/25/2023,25860,86,96,78,60,96,94,283,2243,4991,5163,22380,34200,5220,1260,900,22440,1.3125,2,76,86,76,94,81,100,66,80,49
8/26/2023,28980,84,68,100,60,96,95,548,2731,12702,10395,37620,18900,25920,3480,120,360,1.625,0,82,100,80,91,84,100,75,86,50
8/27/2023,18060,88,100,100,60,96,95,453,2484,9989,9120,17640,40080,22500,1740,0,4440,1.4375,0,64,48,75,76,91,94,1,73,100
8/28/2023,23160,76,68,100,43,96,96,525,2594,7614,10196,35640,31680,14400,4680,0,0,1.5,0,83,80,78,100,91,94,100,86,37
8/29/2023,27000,74,69,100,43,96,96,294,2347,6584,5507,34560,32280,13920,1740,0,3900,1.375,0,84,85,72,81,88,100,98,75,100
8/30/2023,30990,73,53,60,43,96,95,201,2236,4018,3739,43620,28920,10980,960,0,1920,1.3125,3,82,95,74,96,83,99,94,78,61
8/31/2023,26490,77,60,95,43,96,85,241,2276,5350,4532,39660,31980,13800,780,180,0,1.3125,1,78,98,70,92,85,100,50,67,100
9/1/2023,24810,74,80,95,43,71,68,338,2391,7843,6659,30240,34680,20160,720,0,600,1.375,1,71,75,76,90,43,100,35,80,100
9/2/2023,22260,65,74,100,25,40,58,294,2331,6576,5629,33540,31500,16680,1140,0,3540,1.34375,0,86,90,87,96,43,100,98,86,100
9/3/2023,26640,56,65,95,1,40,51,307,2372,6615,5928,37560,30120,16980,780,60,900,1.375,1,70,93,81,93,45,100,67,64,22
9/4/2023,27120,52,60,100,1,1,50,224,2284,4531,3976,36360,37680,10980,1320,60,0,1.3125,0,79,73,77,88,46,89,93,86,90
9/6/2023,6360,51,59,100,1,1,45,214,2302,4714,3829,38160,30600,13080,780,0,3780,1.34375,0,54,0,47,75,51,0,21,78,49
9/7/2023,27120,58,64,100,25,1,49,279,2345,6619,5217,37680,32220,13680,1380,0,1440,1.375,0,62,93,79,92,54,96,1,57,54
9/8/2023,26760,63,57,95,43,1,60,508,2696,10921,9758,43500,14100,26100,2340,60,300,1.59375,1,68,88,80,90,56,95,45,69,35
9/9/2023,16890,65,72,100,43,1,57,99,1889,2421,1984,5040,18420,3420,840,0,0,1.25,0,55,40,66,70,50,96,46,35,64
11/7/2021,,97,90,100,95,100,99,675,2752,13185,13210,26280,30060,23700,4500,300,1560,1.625,0,82,100,100,100,87,65,99,77,96
4/30/2023,,98,92,100,100,100,100,918,3042,15598,16693,24300,21780,24000,1980,2400,11940,1.78125,0,44,None,34,39,64,None,1,79,16
1/12/2021,,93,100,100,78,100,99,46,1933,814,773,6780,24660,2160,360,0,52440,1,0,,,,,,,,,
3/18/2021,,90,44,100,95,100,100,366,2481,8104,6963,48240,15000,18360,2220,0,2580,1.5,0,,,,,,,,,
3/27/2021,,92,88,95,78,100,98,291,2250,6558,5787,26940,40620,15180,1440,0,2220,1.3125,1,,,,,,,,,
5/15/2021,,96,97,95,100,100,100,758,2939,16657,15247,22920,15420,36900,2700,240,8220,1.78125,1,,,,,,,,,
6/3/2021,,97,80,95,100,100,100,440,2481,10852,9267,30960,21900,19500,2640,0,11400,1.5,1,,,,,,,,,
7/5/2021,,100,100,100,100,100,100,609,2528,6912,11589,3360,22440,5160,3840,1440,50160,1.5,0,,,,,,,,,
7/15/2021,,93,55,100,100,100,100,651,2886,14481,12801,43980,1740,26100,4680,60,9840,1.75,0,,,,,,,,,
7/17/2021,,95,70,100,100,100,98,793,3017,15620,15471,37980,5220,38100,4800,300,0,1.84375,0,,,,,,,,,
7/18/2021,,93,60,95,100,100,97,330,2349,7092,6559,40260,27480,17220,1380,60,0,1.40625,1,,,,,,,,,
7/23/2021,,97,100,100,100,100,100,1367,3434,22634,26921,9840,31440,26100,8040,2220,8760,2.03125,0,,,,,,,,,
8/9/2021,,98,90,100,100,100,98,428,2476,8320,8344,29100,17160,14940,4140,120,20940,1.5,0,,,,,,,,,
9/18/2021,,94,76,95,95,100,97,361,2395,8179,7196,20760,20640,16200,2400,0,26400,1.4375,1,,,,,,,,,
9/19/2021,,94,100,100,78,100,96,41,1923,1052,821,1680,19260,840,240,120,64260,1.15625,0,,,,,,,,,
10/17/2021,,99,95,100,100,100,96,560,2667,12041,10887,22680,26580,27300,3000,0,6840,1.59375,0,,,,,,,,,
11/20/2021,,92,89,100,78,100,98,308,2368,6921,5408,26040,35640,23040,480,0,1200,1.40625,0,,,,,,,,,
11/23/2021,,88,57,100,78,100,98,770,2911,16108,15438,41880,14580,22500,5520,540,1380,1.75,0,,,,,,,,,
3/21/2022,,90,76,100,78,100,97,624,2665,9544,12270,33000,29760,15780,5640,300,1920,1.5625,0,,,,,,,,,
5/1/2022,,94,100,100,78,100,95,73,1969,1739,1394,4800,25740,4380,180,0,51300,1.1875,0,,,,,,,,,
5/28/2022,,97,93,95,95,100,96,480,2558,10460,9279,24780,27000,23520,2640,60,8400,1.5,1,,,,,,,,,
6/6/2022,,94,71,100,95,100,98,437,2488,9816,8558,35520,25320,17160,3300,300,4800,1.46875,0,,,,,,,,,
6/25/2022,,89,77,100,95,100,99,357,2420,8346,6888,33360,20220,13920,2940,60,15900,1.4375,0,,,,,,,,,
7/17/2022,,95,100,100,95,100,96,109,2032,2351,2168,5340,21180,6240,300,0,53340,1.21875,0,,,,,,,,,
8/3/2022,,98,87,100,100,100,99,486,2515,10669,10270,28200,30720,18120,2700,60,6600,1.5,0,,,,,,,,,
8/9/2022,,96,85,100,95,96,100,569,2618,13321,11389,28320,27360,15360,6000,0,9360,1.5625,0,,,,,,,,,
8/13/2022,,93,100,100,95,100,99,380,2384,8624,7545,16140,20400,10500,3960,60,35340,1.4375,0,,,,,,,,,
8/31/2022,,92,65,95,95,100,96,259,2262,6170,4917,38520,29340,9300,2460,60,6720,1.34375,1,,,,,,,,,
9/10/2022,,93,84,100,100,71,96,412,2517,9130,8090,27840,22080,23160,1380,0,11940,1.5,0,,,,,,,,,
9/16/2022,,100,100,100,100,100,99,798,2908,19357,16310,16500,25320,24900,6540,60,13080,1.71875,0,,,,,,,,,
9/24/2022,,99,97,95,100,100,98,772,2934,17465,15510,22140,23700,31740,4800,60,3960,1.75,1,,,,,,,,,
9/30/2022,,94,100,100,100,100,98,162,2098,3604,3118,7860,30660,10380,360,0,37140,1.25,0,,,,,,,,,
10/7/2022,,93,100,100,78,100,97,110,2056,2903,2215,16560,18300,4080,1020,0,46440,1.25,0,,,,,,,,,
10/9/2022,,97,96,95,95,100,97,481,2509,10696,9828,22200,28200,18240,3240,60,14460,1.46875,1,,,,,,,,,
10/10/2022,,90,75,100,78,100,96,314,2319,7610,6280,34020,31080,11880,2160,0,7260,1.375,0,,,,,,,,,
10/11/2022,,92,89,100,78,100,96,392,2385,9371,7836,28140,29220,11640,3840,60,13500,1.40625,0,,,,,,,,,
10/14/2022,,88,100,100,60,96,88,646,2792,14640,12846,15000,16020,33240,2280,60,19800,1.6875,0,,,,,,,,,
10/15/2022,,84,73,100,60,96,89,434,2562,9641,8546,34320,9840,20340,2820,0,19080,1.5625,0,,,,,,,,,
10/22/2022,,98,99,100,95,100,98,334,2335,7345,6483,18840,39000,18780,1500,60,8220,1.375,0,,,,,,,,,
10/28/2022,,81,72,100,43,100,97,652,2856,12982,12299,35040,7860,26940,4380,60,12120,1.71875,0,,,,,,,,,
11/6/2022,,94,100,100,78,100,97,244,2195,5445,5027,13920,25500,8880,1440,120,36540,1.3125,0,,,,,,,,,
11/20/2022,,89,93,100,60,100,97,808,2855,8580,15094,25140,24180,15720,1620,3660,16080,1.6875,0,,,,,,,,,
12/4/2022,,98,95,100,95,100,99,377,2420,8022,7383,23580,28860,19140,1860,120,12840,1.4375,0,,,,,,,,,
12/11/2022,,77,70,100,43,71,95,281,2284,7032,5498,35880,30360,13380,1800,0,4980,1.34375,0,,,,,,,,,
12/17/2022,,89,99,100,60,96,96,185,2234,3706,3295,19860,1980,10500,900,0,53160,1.375,0,,,,,,,,,
12/24/2022,,86,100,100,60,100,96,221,2181,5163,4238,15780,27120,10320,1440,60,31680,1.28125,0,,,,,,,,,
12/26/2022,,89,98,95,60,100,96,479,2469,10909,10113,20220,43200,15300,3540,0,4140,1.4375,1,,,,,,,,,
12/28/2022,,89,91,100,78,100,96,315,2318,7794,6407,26520,21780,7680,3600,0,26820,1.375,0,,,,,,,,,
1/2/2023,,85,98,100,43,100,95,498,2522,10174,9849,20940,34560,17400,2280,840,10380,1.46875,0,,,,,,,,,
1/8/2023,,85,99,100,43,100,96,215,2164,4481,3999,18120,40860,11940,1260,0,14220,1.25,0,,,,,,,,,
1/14/2023,,83,85,100,43,100,95,425,2413,8744,8496,28080,34440,13140,2640,360,7740,1.40625,0,,,,,,,,,
1/20/2023,,80,88,100,78,100,98,390,2454,8195,7736,27840,19440,20100,1620,0,17400,1.46875,0,,,,,,,,,
1/22/2023,,93,96,100,78,100,96,259,2248,5294,4624,22800,42000,15960,1080,0,4560,1.3125,0,,,,,,,,,
1/29/2023,,85,98,100,43,100,96,430,2450,9488,8879,20580,30180,20100,1920,0,13620,1.4375,0,,,,,,,,,
2/10/2023,,80,70,100,43,100,100,949,3096,9618,17072,37560,9720,18780,1980,4560,13800,1.875,0,,,,,,,,,
2/24/2023,,78,100,100,25,71,95,0,1890,0,0,360,12300,0,0,0,73740,1.15625,0,,,,,,,,,
2/27/2023,,69,92,100,25,40,67,227,2184,4944,4502,25380,31080,8880,1560,60,19440,1.28125,0,,,,,,,,,
3/5/2023,,86,96,100,60,71,95,539,2621,10680,10531,22380,24060,22500,3000,240,14220,1.5625,0,,,,,,,,,
3/10/2023,,85,70,100,95,100,97,307,2431,6030,5773,36540,9900,17160,1140,120,21540,1.46875,0,,,,,,,,,
4/1/2023,,90,98,100,100,100,98,540,2603,12898,10969,21120,17820,18180,4620,60,24600,1.5625,0,,,,,,,,,
4/9/2023,,80,78,95,43,96,93,243,2280,5331,4461,32100,30120,13740,960,60,9420,1.34375,1,,,,,,,,,
4/14/2023,,80,96,100,25,96,95,233,2260,5159,4323,22620,27780,13680,600,60,21660,1.3125,0,,,,,,,,,
4/16/2023,,66,91,100,1,71,69,129,2072,2941,2557,17160,43560,7920,360,0,17400,1.1875,0,,,,,,,,,
5/7/2023,,85,99,100,78,40,80,432,2494,9417,8742,19500,22920,18000,1980,120,23880,1.46875,0,,,,,,,,,
5/26/2023,,96,98,100,100,71,98,1028,3177,20606,20728,20340,21060,26400,5640,1440,11520,1.875,0,,,,,,,,,
5/28/2023,,97,100,100,100,100,100,637,2740,14397,13036,14760,21840,23880,4260,120,21540,1.59375,0,,,,,,,,,
7/9/2023,,99,100,100,100,100,99,782,2853,18976,15818,10560,32940,21540,6480,120,14760,1.65625,0,,,,,,,,,
7/12/2023,,90,100,100,60,100,97,262,2168,655,5004,5100,28140,600,3300,0,49260,1.28125,0,,,,,,,,,
7/14/2023,,86,82,100,60,96,93,625,2888,13705,12228,30960,1380,35040,1560,0,17460,1.71875,0,,,,,,,,,
7/22/2023,,77,100,95,43,71,67,129,2083,2836,2590,16980,20820,6120,420,0,42060,1.21875,1,,,,,,,,,
7/29/2023,,89,100,100,60,96,96,420,2499,8834,8084,13140,20700,22560,1440,60,28500,1.46875,0,,,,,,,,,
7/31/2023,,79,100,100,60,71,68,1,1889,30,29,840,22980,120,0,0,62460,1.125,0,,,,,,,,,
8/7/2023,,80,68,95,60,71,91,235,2295,5656,4575,36120,22140,11100,1380,0,15660,1.34375,1,,,,,,,,,
9/5/2023,,50,53,100,1,1,48,201,2348,4378,3432,39780,4380,12300,720,0,29220,1.40625,0,,,,,,,,,
