date,Total Sleep Duration,Activity Score,Stay Active Score,Move Every Hour Score,Meet Daily Targets Score,Training Frequency Score,Training Volume Score,Activity Burn,Total Burn,Steps,Equivalent Walking Distance,Inactive Time,Rest Time,Low Activity Time,Medium Activity Time,High Activity Time,Non-wear Time,Average MET,Long Periods of Inactivity,Readiness Score,Previous Night Score,Sleep Balance Score,Previous Day Activity Score,Activity Balance Score,Temperature Score,Resting Heart Rate Score,HRV Balance Score,Recovery Index Score
6/12/2022,16350,84,56,95,100,100,100,533,2621,12369,10607,42300,24180,15300,4620,0,0,1.5625,1,53,61,93,20,58,94,3,66,23
6/13/2022,34620,75,77,100,100,100,100,606,2722,13281,11901,31860,27780,22080,4620,60,0,1.625,0,88,99,100,82,60,100,93,85,72
6/14/2022,27090,83,80,100,100,100,100,417,2414,9787,8379,30840,38460,12600,3360,120,1020,1.40625,0,80,84,100,88,62,93,78,86,32
6/15/2022,28620,94,74,78,100,100,100,335,2337,7533,6734,34200,37680,12360,2100,60,0,1.375,2,93,94,100,99,67,100,97,88,100
6/16/2022,30090,91,64,78,95,100,97,199,2196,4179,3548,38040,34140,12180,720,0,1320,1.28125,2,89,96,100,100,74,87,92,87,52
6/17/2022,30780,95,79,95,95,100,98,635,2672,13102,12252,31620,29220,15960,4020,960,4620,1.59375,1,89,100,100,100,82,100,100,88,21
6/18/2022,26820,98,94,100,95,100,99,948,3052,19407,18572,23880,30540,23940,6720,1320,0,1.8125,0,87,75,100,73,82,100,98,89,77
6/19/2022,28440,97,97,100,95,100,99,571,2627,12839,11540,19800,38520,25320,2640,120,0,1.53125,0,83,73,100,56,75,97,83,88,81
6/20/2022,22200,83,51,100,78,100,98,421,2487,9024,8196,44580,22440,16860,2160,360,0,1.46875,0,81,88,100,100,75,93,53,84,51
6/21/2022,21090,88,76,78,78,100,99,613,2671,14916,12587,33060,29160,18360,5820,0,0,1.59375,2,85,73,98,80,78,100,82,90,76
6/22/2022,24630,96,84,100,95,100,100,756,2862,15280,15131,29160,25980,24300,5760,360,840,1.6875,0,87,96,94,86,76,100,97,89,52
6/23/2022,22380,93,61,100,100,100,99,510,2553,12014,10345,39480,27000,15240,4680,0,0,1.5,0,83,88,87,77,73,100,100,90,45
6/24/2022,34800,93,81,95,100,100,100,773,2879,15383,15015,30720,25500,25620,3540,1020,0,1.71875,1,89,100,100,85,74,100,100,91,40
6/26/2022,19260,97,90,100,95,100,99,591,2645,12114,11748,25980,34500,21660,4200,60,0,1.5625,0,78,45,88,98,82,99,88,91,40
6/27/2022,17370,96,74,100,100,100,100,754,2812,16192,14810,33960,30060,14280,7860,240,0,1.65625,0,72,63,73,95,80,99,57,87,56
6/28/2022,24690,93,66,100,95,100,99,329,2316,7492,6655,37080,33000,10980,3180,0,2160,1.375,0,84,96,72,74,76,98,100,90,84
6/29/2022,25410,94,74,95,95,100,99,587,2639,11245,12041,34200,28980,18660,4320,240,0,1.5625,1,85,83,73,99,81,95,99,87,82
6/30/2022,24180,90,41,100,95,100,99,559,2740,12739,11035,51240,10380,20580,4200,0,0,1.65625,0,81,91,73,83,80,100,87,86,69
7/1/2022,22470,94,73,100,95,100,98,526,2660,11720,10527,33180,23700,27420,2100,0,0,1.59375,0,58,58,70,71,80,100,1,58,83
7/2/2022,25560,96,98,100,100,100,98,789,2853,16230,15521,19860,34620,24360,4140,1200,2220,1.6875,0,81,68,74,93,80,100,100,67,100
7/3/2022,30270,91,88,100,100,100,98,572,2660,11412,11231,24900,31440,27180,2760,120,0,1.5625,0,80,74,86,73,77,100,87,80,74
7/4/2022,21390,90,97,100,100,100,97,499,2505,11012,10708,21420,39960,21000,2520,0,1500,1.46875,0,70,52,81,98,77,90,25,73,100
7/5/2022,23400,83,72,100,100,100,96,236,2218,5291,4524,35040,38160,12120,1020,60,0,1.3125,0,81,70,80,100,78,77,99,74,64
7/6/2022,24780,95,76,100,100,100,97,519,2566,9761,10412,32700,21840,15300,4920,240,11400,1.53125,0,86,68,81,100,84,81,100,84,100
7/7/2022,17880,95,71,100,100,100,97,598,2660,14358,11989,35400,25860,18600,5940,0,600,1.5625,0,74,46,71,88,86,100,96,79,61
7/8/2022,35070,98,95,100,100,100,99,934,3095,21497,18356,23220,26880,27720,8460,120,0,1.84375,0,73,100,88,85,85,95,23,75,40
7/9/2022,29670,90,64,95,100,100,99,428,2506,9415,8396,39960,24300,19800,2280,60,0,1.5,1,70,83,97,78,77,92,1,53,100
7/10/2022,17520,99,100,100,100,96,98,662,2752,14622,13196,15660,36300,31680,2700,60,0,1.625,0,75,43,85,90,80,100,79,65,91
7/11/2022,17670,96,78,95,100,100,99,683,2723,15372,14169,32340,31620,15480,6660,300,0,1.59375,1,62,53,74,100,77,80,25,59,55
7/12/2022,27090,97,87,100,100,100,100,697,2739,15899,14492,28200,30780,18300,6180,120,2820,1.625,0,85,99,79,78,75,100,100,65,100
7/13/2022,26910,90,57,100,100,100,99,388,2440,8035,7760,42000,26640,15300,2160,300,0,1.4375,0,74,81,82,85,73,100,100,59,19
7/14/2022,27690,97,79,100,100,100,99,736,2873,16867,14932,31620,23460,26340,4860,120,0,1.71875,0,85,86,86,86,77,100,100,63,96
7/15/2022,24120,96,74,100,100,100,98,673,2858,14780,13777,34020,18720,30720,2820,120,0,1.71875,0,66,96,84,80,74,100,24,52,40
7/16/2022,26550,98,97,100,100,100,98,603,2690,13070,11974,11160,22440,25800,3480,120,23400,1.59375,0,71,71,88,81,73,98,40,47,100
7/18/2022,22620,94,73,95,95,100,97,696,2761,11709,14084,34440,27300,18360,6000,300,0,1.625,1,80,78,84,None,84,80,100,58,69
7/19/2022,23220,93,66,95,95,100,98,621,2684,14805,12494,37800,25680,16620,6300,0,0,1.59375,1,81,86,81,77,81,99,88,86,61
7/20/2022,24390,92,56,100,100,100,99,619,2692,14451,12429,42420,21660,16080,6000,240,0,1.59375,0,79,96,81,83,80,99,86,86,21
7/21/2022,19110,91,66,100,100,100,100,616,2703,14331,12249,37620,24240,18480,6000,60,0,1.59375,0,63,78,71,74,80,100,1,79,62
7/22/2022,34500,93,100,100,100,100,99,647,2745,13990,13371,17580,27660,30000,2280,60,8820,1.625,0,89,89,88,84,80,96,100,80,100
7/23/2022,10080,89,91,100,100,100,99,734,2873,16187,15086,25200,25980,31440,3660,120,0,1.6875,0,59,31,65,100,80,100,39,76,32
7/24/2022,43170,78,100,100,100,100,98,685,2747,14638,14327,18540,36660,27780,3240,180,0,1.625,0,88,100,96,88,77,100,100,76,61
7/25/2022,17490,81,64,100,100,100,98,461,2487,10607,9396,38760,28980,14820,3600,240,0,1.46875,0,69,56,86,97,75,86,39,72,57
7/26/2022,26130,97,86,95,100,100,98,712,2792,16132,15019,28920,27300,25080,5040,60,0,1.65625,1,82,100,88,88,78,100,92,83,19
7/27/2022,23820,97,83,100,100,100,98,669,2751,14690,13822,29880,24900,23520,3840,300,3960,1.625,0,81,86,85,85,75,100,96,84,42
7/28/2022,22050,94,73,95,100,100,98,663,2781,15436,13267,35220,22140,23760,5280,0,0,1.65625,1,82,68,82,84,75,100,80,90,100
7/29/2022,28530,96,100,100,100,100,100,1004,3110,23151,20517,16140,33960,28440,7440,420,0,1.84375,0,87,100,87,85,75,98,99,90,61
7/30/2022,27450,88,65,95,100,100,99,394,2438,8460,8012,38220,26760,14820,2040,180,4380,1.4375,1,60,88,96,79,69,1,91,88,20
7/31/2022,20040,99,96,100,100,100,100,1144,3252,18097,24327,23100,28860,19380,15060,0,0,1.90625,0,78,51,87,93,73,81,84,87,66
8/1/2022,27600,98,91,100,100,100,100,675,2744,16121,13987,25620,33240,22500,5040,0,0,1.625,0,80,99,91,67,64,100,68,83,62
8/2/2022,26850,99,97,100,100,100,100,519,2604,11859,9995,22020,33780,28800,1740,60,0,1.53125,0,86,96,94,94,64,75,69,80,96
8/4/2022,16230,99,93,100,100,100,98,670,2774,15112,13946,22800,30840,29940,2820,0,0,1.625,0,78,31,85,98,72,100,100,88,64
8/5/2022,26670,98,88,100,100,100,100,1552,3672,27969,30339,26580,27360,16620,11280,4560,0,2.15625,0,84,88,87,96,72,100,100,87,44
8/6/2022,23730,90,65,60,100,100,100,423,2529,9031,8587,38340,24960,19320,1680,0,2100,1.5,3,65,81,84,1,59,97,76,87,11
8/7/2022,32340,100,100,100,100,96,100,632,2697,13785,12763,14220,38400,29820,2520,180,1260,1.59375,0,87,86,96,94,64,100,89,88,75
8/8/2022,21630,91,71,100,95,71,100,381,2403,8962,7622,35220,31800,16740,2640,0,0,1.40625,0,80,78,90,100,66,100,100,90,7
8/10/2022,24630,96,76,100,100,96,100,649,2682,11431,13004,32820,30420,16740,6420,0,0,1.59375,0,80,100,86,95,75,81,66,85,42
8/11/2022,25470,92,54,100,100,100,100,567,2646,13093,11513,42360,21240,17880,4920,0,0,1.59375,0,89,96,87,87,76,100,86,92,98
8/12/2022,26700,95,91,100,100,100,99,634,2748,13505,12614,18300,16440,25980,3660,120,21900,1.65625,0,81,78,88,81,78,100,89,91,40
8/14/2022,29430,98,97,100,95,100,98,764,2896,16449,15864,21960,26040,34800,3540,60,0,1.71875,0,89,100,96,100,87,78,89,86,50
8/15/2022,19320,98,92,100,100,100,100,863,2919,14424,17547,26460,28800,16260,8880,360,5640,1.71875,0,69,70,84,90,83,97,51,76,16
8/16/2022,25140,95,71,100,100,100,100,488,2530,10788,10176,35400,29640,17580,3780,0,0,1.5,0,86,91,84,76,79,94,94,84,89
8/17/2022,26430,97,80,100,100,100,100,587,2628,12676,12045,31200,26220,16980,4980,300,6720,1.5625,0,84,100,87,93,81,93,97,86,27
8/18/2022,24840,94,60,100,100,100,99,650,2802,14656,13422,40860,14820,26580,4140,0,0,1.6875,0,88,97,86,87,83,100,86,94,81
8/19/2022,24810,96,77,100,100,100,98,493,2627,10906,9579,31860,23400,28140,2100,0,900,1.5625,0,79,72,85,78,81,100,50,93,100
8/20/2022,19890,96,81,95,100,100,97,413,2447,9747,8438,28980,32460,17520,2700,0,4740,1.4375,1,75,40,77,99,84,96,89,94,41
8/21/2022,25860,98,93,100,100,100,97,649,2730,14382,13511,25020,29880,28560,2880,60,0,1.625,0,85,98,79,100,87,100,58,90,100
8/22/2022,18810,100,100,100,100,100,97,514,2507,11676,10724,17220,28140,13860,4920,0,22260,1.46875,0,76,65,70,94,85,100,100,93,17
8/23/2022,24690,95,72,100,100,100,97,451,2507,10197,9042,35280,26880,15540,3540,60,5100,1.5,0,80,90,71,100,88,94,100,89,20
8/24/2022,23970,95,70,100,100,100,99,727,2762,17082,14492,35340,30060,12900,7860,240,0,1.625,0,80,93,71,94,90,100,99,90,13
8/25/2022,23460,98,85,100,100,100,100,707,2765,17055,14370,29100,28260,16500,7440,60,5040,1.625,0,84,97,73,76,86,92,79,97,84
8/26/2022,30840,99,98,100,100,100,100,943,3086,20800,19667,20040,26520,33900,5760,180,0,1.8125,0,81,89,82,89,85,81,94,87,25
8/27/2022,24090,94,81,100,100,100,100,455,2532,9384,9090,29640,29400,21780,2280,240,3060,1.5,0,82,94,86,80,78,95,48,87,100
8/28/2022,28020,100,100,100,100,100,99,691,2770,15464,14175,11940,38760,32820,2880,0,0,1.625,0,86,79,92,100,80,100,100,85,53
8/29/2022,22230,98,88,100,100,100,98,524,2585,11407,10580,27780,26700,19560,3900,300,8160,1.53125,0,81,92,87,100,90,94,32,80,100
8/30/2022,28530,90,39,95,100,100,97,197,2257,4243,3716,50280,23100,12540,480,0,0,1.34375,1,92,100,93,100,97,100,75,88,100
9/1/2022,26910,93,69,100,95,100,96,586,2692,13244,12047,36360,18480,22200,4140,0,5220,1.59375,0,89,100,96,100,95,96,100,88,24
9/2/2022,22590,97,93,100,95,96,95,613,2726,13517,12673,24360,29760,29940,2340,0,0,1.625,0,82,80,90,90,97,96,71,86,57
9/3/2022,25650,90,84,100,78,96,95,339,2414,7631,6535,28200,21060,19680,1440,0,16020,1.4375,0,70,88,91,100,95,69,26,86,100
9/4/2022,19680,83,84,100,60,71,91,454,2544,9955,8807,26880,33360,24180,1980,0,0,1.5,0,73,45,80,100,99,95,19,87,100
9/5/2022,24810,81,86,100,60,40,93,532,2671,11088,10198,27420,26820,26940,2520,180,2520,1.59375,0,77,83,80,100,93,92,66,86,22
9/6/2022,26880,84,81,100,78,40,87,407,2439,8443,8357,30660,32400,17700,1440,120,4080,1.4375,0,82,100,83,100,86,99,52,66,100
9/7/2022,20040,84,61,100,95,40,82,304,2332,6846,6214,39540,30060,15000,1740,60,0,1.375,0,64,48,75,98,95,36,100,76,33
9/8/2022,29700,85,54,95,95,40,95,545,2704,12565,10889,44940,10140,22140,3960,0,5220,1.625,1,90,100,83,100,90,96,100,80,87
9/9/2022,19530,94,90,100,95,71,96,523,2523,12542,10880,26520,39960,15360,4560,0,0,1.46875,0,63,55,75,78,93,100,1,61,96
9/11/2022,20190,95,88,100,100,71,95,360,2354,8035,7132,26700,41520,14820,2220,0,1140,1.375,0,61,28,76,100,97,100,5,46,100
9/12/2022,25590,96,78,100,100,96,97,695,2742,11187,13904,32400,27960,13980,6960,360,4740,1.625,0,68,93,78,100,91,92,53,42,11
9/13/2022,25830,95,66,100,100,100,98,467,2493,10527,9506,36780,30840,14400,4320,60,0,1.46875,0,79,85,80,86,96,100,100,46,59
9/14/2022,25290,96,79,95,100,100,98,487,2533,10672,9616,31740,28380,17220,3960,240,4860,1.5,1,74,80,82,100,97,98,100,37,9
9/15/2022,25500,95,70,100,100,100,98,437,2460,9868,8918,35580,30900,16380,3480,60,0,1.4375,0,78,83,83,100,96,100,100,41,41
9/17/2022,26280,95,71,95,100,100,98,408,2455,9402,7927,34080,29760,18300,2340,0,1920,1.4375,1,73,90,87,100,100,97,37,36,63
9/18/2022,28290,100,99,100,100,100,99,728,2795,16747,14708,18780,32760,22380,6120,0,6360,1.65625,0,83,95,93,100,97,100,93,48,49
9/19/2022,19380,99,100,95,100,100,99,610,2636,9635,12175,32460,30240,16440,5280,300,1680,1.5625,1,76,70,82,100,93,100,60,46,95
9/20/2022,27900,94,70,95,100,100,99,487,2527,11143,9851,36000,26040,15000,4620,60,4680,1.5,1,84,98,87,85,90,96,93,59,76
9/21/2022,23220,99,92,100,100,100,99,368,2349,8029,7354,25260,28620,12960,2880,240,16440,1.40625,0,72,88,83,89,89,100,14,52,100
9/22/2022,25590,93,57,95,100,100,98,424,2487,9257,8562,43980,22380,17100,2880,60,0,1.46875,1,85,85,85,100,93,100,85,64,92
9/23/2022,29880,98,88,100,100,100,98,748,2953,15890,14795,28140,18720,35520,3660,360,0,1.75,0,82,97,92,92,93,100,99,60,18
9/25/2022,22140,98,96,100,100,100,97,508,2605,11114,10126,23100,34020,27960,1320,0,0,1.53125,0,75,62,83,100,95,98,68,53,77
9/26/2022,15060,100,100,100,100,100,99,824,2864,14875,16822,26520,29700,15720,8220,0,6240,1.6875,0,65,45,68,100,98,89,38,50,80
9/27/2022,27990,94,60,100,100,100,100,606,2656,14062,12358,41580,23760,14400,6420,240,0,1.59375,0,80,100,73,83,97,80,96,55,60
9/28/2022,20940,99,97,100,100,100,100,577,2618,13518,11724,22020,28080,20220,4320,240,11520,1.5625,0,72,58,67,100,99,100,100,64,17
9/29/2022,25980,91,65,100,100,100,100,560,2651,13334,11065,39060,21120,16320,5400,0,4500,1.59375,0,80,88,71,100,98,90,97,75,39
10/1/2022,36810,95,70,95,100,100,97,390,2521,8504,7404,36960,20760,22440,1260,0,4980,1.5,1,93,100,95,100,99,100,97,87,67
10/2/2022,24600,97,96,100,95,100,95,240,2210,5044,4610,23220,42120,14280,780,0,6000,1.28125,0,57,63,95,100,97,57,1,83,100
10/3/2022,22920,98,100,100,95,100,96,650,2679,10506,12949,29460,31560,15660,5700,240,3780,1.59375,0,87,76,92,100,93,94,100,86,58
10/4/2022,26490,92,86,100,78,100,96,421,2460,9658,8492,29160,25920,16320,3360,0,11640,1.46875,0,87,100,94,83,98,89,86,87,40
10/5/2022,23640,92,87,100,78,100,97,633,2684,13450,13032,26820,27480,20880,4740,240,6240,1.59375,0,78,78,90,99,97,100,12,83,100
10/6/2022,13500,91,81,100,78,100,98,553,2613,12882,11202,30000,22140,17640,4260,0,12360,1.5625,0,86,63,84,86,99,100,100,88,85
10/8/2022,29910,94,100,100,78,100,97,539,2550,12784,10895,15720,41820,18960,4260,60,5580,1.5,0,75,100,78,None,92,98,44,72,67
10/12/2022,24420,0,None,None,None,None,None,331,2325,7947,6850,35580,25920,11520,2580,0,10800,1.375,1,67,78,None,98,None,52,60,None,100
10/13/2022,22800,0,None,None,None,None,None,304,2333,6306,5875,34440,32580,14580,1320,60,3420,1.375,0,45,48,None,None,None,7,89,None,24
10/16/2022,20340,88,94,100,60,96,94,509,2578,10711,10009,23580,34740,22740,2880,60,2400,1.53125,0,61,38,61,100,83,91,54,53,52
10/17/2022,17490,88,62,100,78,100,95,316,2320,6720,6098,39000,30840,11040,2340,240,2940,1.375,0,61,61,46,100,89,100,78,52,15
10/18/2022,23250,92,73,78,95,100,97,481,2456,10428,9476,34320,34980,10140,4920,300,1740,1.4375,2,66,77,50,89,91,100,100,43,29
10/19/2022,29370,96,76,95,100,100,98,524,2523,10960,10510,33180,34140,13980,4680,420,0,1.46875,1,76,100,68,84,95,88,100,51,34
10/20/2022,27450,93,61,100,100,100,98,401,2425,8537,7954,40440,21720,12420,3720,60,8040,1.4375,0,86,100,78,100,93,97,85,84,71
10/21/2022,30030,94,64,95,100,100,99,507,2554,11038,9706,37020,29580,13860,4560,660,720,1.5,1,76,81,89,92,94,100,29,66,84
10/23/2022,30780,96,85,95,95,100,98,569,2591,10629,11850,27900,34680,17040,4500,120,2160,1.53125,1,87,100,100,100,94,82,80,79,34
10/24/2022,20430,89,67,100,78,100,98,338,2327,6611,6491,37320,31380,10620,2640,360,4080,1.375,0,86,73,93,86,99,100,89,91,59
10/25/2022,26280,83,55,100,60,100,96,348,2407,8037,6943,43080,25020,16620,1680,0,0,1.4375,0,91,83,94,95,99,100,77,93,100
10/26/2022,19980,80,66,100,43,100,96,434,2481,8808,8426,37800,25200,15240,2820,420,4920,1.46875,0,68,65,83,90,100,100,4,90,47
10/27/2022,21450,78,56,95,43,100,97,399,2414,8949,7948,42540,28680,10500,4080,0,600,1.4375,1,79,71,76,100,95,95,98,88,21
10/29/2022,25350,81,71,100,43,100,97,307,2329,6379,5861,35340,29400,15420,1560,60,4620,1.375,0,57,62,70,100,93,70,12,74,82
10/30/2022,22350,83,86,100,43,100,96,414,2445,9278,8494,27120,34620,22200,1320,0,1140,1.4375,0,63,57,68,100,97,97,1,48,100
10/31/2022,12810,84,69,95,60,100,97,581,2596,8505,11458,35940,30660,12780,5760,240,1020,1.53125,1,66,45,56,99,98,97,91,45,47
11/1/2022,26790,91,83,95,78,100,99,854,2950,20694,17687,29880,27120,18720,8760,0,1920,1.75,1,76,100,57,78,96,100,80,47,100
11/2/2022,25320,95,82,100,95,100,100,684,2726,10108,13373,31140,30840,14820,6300,360,2940,1.59375,0,63,98,62,83,86,96,53,36,24
11/3/2022,26580,90,58,100,100,100,100,491,2583,10904,9434,42780,21720,17820,4080,0,0,1.53125,0,75,92,68,71,81,100,85,55,75
11/4/2022,21480,94,66,100,95,100,100,293,2299,6148,5301,37380,30000,11220,2220,120,5460,1.375,0,74,82,65,96,83,100,53,65,100
11/5/2022,29850,96,85,100,95,100,98,331,2353,7479,6353,26760,33600,19080,1380,0,5580,1.375,0,86,92,77,91,87,86,92,77,100
11/7/2022,22050,90,71,100,78,100,97,580,2652,9612,11480,35220,26040,19260,4380,120,1380,1.5625,0,81,82,76,100,93,100,54,80,100
11/8/2022,26010,89,67,100,78,100,97,447,2478,9951,8826,37440,27540,13260,4020,60,4080,1.46875,0,87,100,80,81,91,100,84,81,100
11/9/2022,23730,94,100,100,78,100,98,607,2639,9014,11864,32940,30420,16860,5220,300,660,1.5625,0,78,98,80,86,91,100,85,67,27
11/10/2022,26610,91,81,100,78,100,98,524,2590,11760,10609,31980,25500,18780,4260,0,5880,1.53125,0,81,96,84,78,87,100,76,70,69
11/11/2022,34650,89,72,100,78,100,97,332,2386,7006,6245,34020,31560,17820,1200,60,1740,1.40625,0,92,100,100,100,95,98,97,67,75
11/12/2022,25680,90,77,100,78,100,97,472,2567,10006,9297,32040,26760,22380,2100,60,3060,1.53125,0,86,95,100,97,97,100,67,87,44
11/13/2022,27420,93,95,100,78,100,96,415,2443,8384,7960,23820,39420,20520,1560,300,780,1.4375,0,89,82,100,90,96,100,97,78,72
11/14/2022,24930,89,65,100,78,100,96,450,2510,9085,8750,37740,27300,15900,3120,360,1980,1.5,0,84,85,100,100,96,96,98,74,7
11/15/2022,23640,85,73,95,60,100,96,358,2340,7820,7296,34260,30960,10740,3300,0,7140,1.375,1,91,92,97,86,97,100,86,83,89
11/16/2022,26940,84,64,100,60,100,96,402,2432,8041,8025,38160,28680,15660,2460,360,1080,1.4375,0,83,100,98,94,97,100,66,78,25
11/17/2022,14040,78,53,100,43,96,96,348,2413,7706,6576,43800,21720,17340,2100,60,1380,1.4375,0,88,79,92,83,97,99,90,88,82
11/18/2022,35160,82,81,100,43,100,96,434,2467,10212,8569,30180,33540,15900,3360,0,3420,1.4375,0,94,97,100,88,97,100,97,86,83
11/19/2022,31470,81,79,95,43,100,95,225,2187,4729,4413,31740,41580,12480,600,0,0,1.28125,1,90,86,100,95,96,99,89,86,66
11/21/2022,15300,80,62,100,43,100,97,358,2383,7562,7068,39720,29160,13860,2640,120,900,1.40625,0,71,34,94,36,90,100,89,90,34
11/22/2022,24270,80,70,95,43,100,98,440,2454,9713,8651,36000,31140,14460,3960,60,780,1.4375,1,90,84,89,87,91,100,90,90,100
11/23/2022,24120,80,65,100,43,100,98,582,2661,8363,11319,37680,21600,17520,4320,480,4800,1.59375,0,80,87,85,87,90,100,73,84,44
11/24/2022,24360,77,48,100,43,100,98,392,2572,8088,6987,46980,13800,24300,1260,60,0,1.5625,0,81,72,82,72,86,96,81,79,100
11/25/2022,20190,88,92,100,60,100,96,348,2388,7532,6627,21720,34500,22080,840,60,7200,1.40625,0,40,44,72,82,88,1,50,74,13
11/26/2022,31530,84,67,100,60,100,96,396,2472,7916,7451,36960,29040,18420,1800,180,0,1.46875,0,72,90,84,100,91,85,4,52,100
11/27/2022,20400,87,83,100,60,100,95,481,2562,9507,9338,29340,22740,19680,2760,240,11640,1.53125,0,71,55,78,89,91,84,90,50,42
11/28/2022,28200,93,100,95,78,100,96,424,2386,5159,8576,25740,45600,10080,3240,0,1740,1.375,1,83,75,85,90,91,100,100,57,92
11/29/2022,22740,92,57,100,95,100,96,441,2494,9802,8546,41760,25440,15060,4080,60,0,1.46875,0,82,81,81,100,92,100,78,76,68
11/30/2022,20880,94,70,95,95,100,98,590,2598,9120,11622,35700,28980,11220,5880,300,4320,1.53125,1,79,71,75,82,91,100,99,80,53
12/1/2022,25290,94,65,100,100,100,98,406,2455,8906,7932,37800,29220,16260,3120,0,0,1.4375,0,80,93,76,76,87,100,87,77,59
12/2/2022,32010,97,79,100,100,100,100,1051,3204,12928,19503,30480,20580,22380,4080,3960,4920,1.90625,0,89,100,88,94,88,100,79,77,100
12/3/2022,31020,98,84,100,100,100,100,308,2331,6789,5781,27480,39900,17640,1320,60,0,1.375,0,74,83,98,2,77,91,56,69,100
12/5/2022,20610,90,72,95,78,100,99,556,2579,8127,11011,34800,32460,13920,5160,60,0,1.53125,1,78,68,92,100,79,100,88,67,35
12/6/2022,27990,84,68,95,60,100,98,370,2404,7816,7288,36900,28260,14160,2640,60,4380,1.4375,1,87,98,96,85,77,100,71,77,100
12/7/2022,26760,80,64,100,43,100,99,642,2690,10226,12973,38520,25440,15540,5580,240,1080,1.59375,0,86,100,98,92,81,99,79,70,68
12/8/2022,26430,72,49,95,25,96,97,264,2346,6230,4896,45060,23340,13620,1380,0,3000,1.40625,1,90,100,97,78,78,100,88,77,100
12/9/2022,30390,75,79,100,25,71,97,398,2445,9705,7946,31320,31920,18060,2220,0,2880,1.4375,0,80,89,100,91,84,79,16,85,86
12/10/2022,26160,79,81,100,43,71,96,376,2381,9178,7677,27660,41100,15060,2580,0,0,1.40625,0,79,82,100,97,87,83,32,57,100
12/12/2022,23460,76,79,100,43,40,95,372,2347,8362,7576,31620,38940,13260,2280,300,0,1.375,0,92,88,100,98,91,100,100,86,66
12/13/2022,18600,82,71,95,60,71,96,458,2498,10466,9347,35220,23580,15240,4200,0,8160,1.5,1,82,60,88,100,97,85,96,87,41
12/14/2022,24120,87,73,100,78,71,97,684,2745,11052,13370,34260,28920,16260,6720,240,0,1.625,0,85,93,84,97,97,98,88,90,36
12/15/2022,24570,91,56,100,95,96,98,409,2473,9313,8021,42480,22140,15240,3540,0,3000,1.46875,0,83,78,82,80,90,100,100,90,52
12/16/2022,35550,91,85,100,78,96,97,150,2090,3437,3023,6480,22140,8820,420,0,48540,1.25,0,89,81,98,84,90,100,84,87,95
12/18/2022,20910,93,95,100,78,100,96,456,2436,9606,9189,22440,42360,15060,3300,240,3000,1.40625,0,74,58,90,99,97,96,14,71,100
12/19/2022,21990,88,62,95,78,100,97,589,2613,8539,11521,39780,28200,12480,5580,360,0,1.53125,1,87,92,83,100,95,100,97,84,59
12/20/2022,24900,83,65,95,60,100,97,386,2434,8841,7655,38160,24300,15720,2760,0,5460,1.4375,1,86,99,83,70,90,85,93,89,67
12/21/2022,22980,80,67,95,43,100,98,540,2552,8934,10734,37500,31260,12480,5100,60,0,1.5,1,75,86,79,100,92,100,1,86,100
12/22/2022,24540,80,68,95,43,100,97,428,2469,9144,8633,37500,27360,17280,1860,420,1980,1.46875,1,84,76,78,85,88,100,85,89,97
12/23/2022,33060,81,49,95,60,100,97,473,2654,10421,8954,46680,13800,23580,2220,120,0,1.59375,1,82,99,92,81,87,95,75,80,42
12/25/2022,29310,85,70,100,60,100,96,585,2781,12626,11512,35520,21720,26340,2820,0,0,1.65625,0,92,100,100,100,94,92,98,87,49
12/27/2022,35160,92,94,100,78,100,96,585,2632,13014,12319,22920,35280,20280,3480,60,4380,1.5625,0,94,100,100,100,87,78,94,89,83
12/29/2022,32220,92,89,95,78,100,97,642,2698,14126,13190,25980,35400,18000,5520,120,1380,1.59375,1,89,100,100,97,93,100,73,91,56
12/30/2022,34560,86,76,100,60,100,96,230,2232,4974,4430,32400,35820,13560,720,0,3900,1.3125,0,93,100,100,85,85,100,82,97,91
12/31/2022,18600,85,71,100,60,100,96,334,2368,7783,6730,35580,28080,16500,1980,0,4260,1.40625,0,88,74,100,100,90,100,100,93,38
1/1/2023,32610,81,77,95,43,100,95,218,2180,4758,4064,34440,39660,7740,1800,0,2760,1.28125,1,88,70,100,94,92,96,96,91,54
1/3/2023,19860,74,57,95,25,100,95,405,2474,9187,8092,42600,23700,15780,3060,0,1260,1.46875,1,87,70,100,92,92,100,100,93,44
1/4/2023,20550,77,61,78,43,100,96,471,2521,9756,9176,39720,26400,16560,3420,300,0,1.5,2,83,78,94,83,91,98,46,89,100
1/5/2023,14700,74,54,100,25,100,96,429,2522,9890,8513,42480,16500,15780,3540,0,8100,1.5,0,88,81,89,78,89,98,100,90,80
1/6/2023,37710,77,82,100,25,100,96,309,2314,7001,5603,29460,39660,13140,2400,60,1680,1.34375,0,78,79,100,83,89,99,30,73,83
1/7/2023,29010,83,84,100,43,100,97,655,2772,13811,12694,28380,30120,23520,3780,600,0,1.625,0,90,82,100,100,91,100,100,75,77
1/9/2023,15360,85,71,95,60,100,97,557,2568,8831,11160,36060,29580,13500,5460,0,1800,1.53125,1,64,57,93,100,93,98,1,50,49
1/10/2023,23580,82,55,95,60,100,97,361,2384,8532,7304,43080,24660,11760,3420,0,3480,1.40625,1,78,60,88,82,89,100,88,55,86
